"lake_name","var_aeme","mean_value","max_value","min_value"
"Humuhumu","PHS_frp",0.00516666666666667,0.085,0.001
"Humuhumu","PHS_tp",0.0151474358974359,0.074,0.006
"Humuhumu","PHY_cyano",280576.108695652,788500,626.75
"Humuhumu","PHY_rstchla",8.9978388464994,29.5398326666667,1.42128616666667
"Humuhumu","PHY_tchla",4.84062179487179,22.011,0.002
"Humuhumu","RAD_secchi",4.39135802469136,8.5,1.88
"Humuhumu","ext_CHM_oxysat",99.3897058823529,117.4,83.3
"Humuhumu","ext_NCS_tur",2.14731707317073,6.8,0.48
"Humuhumu","ext_NIT_din",0.0151384615384615,0.126,0.002
"Humuhumu","ext_NIT_dtkn",0.29125,0.38,0.13
"Humuhumu","ext_NIT_nte",0.002,0.002,0.002
"Humuhumu","ext_PHS_tdp",0.00893220338983051,0.029,0.003
"Kahuparere","CHM_oxy",7.83808608058608,13,0.18
"Kahuparere","CHM_oxycln",2.15919710057426,2.64064543345286,0.75
"Kahuparere","CHM_oxymet",5.04013888888889,6.72925,2.11166666666667
"Kahuparere","CHM_oxynal",3.55555555555556,22,0
"Kahuparere","CHM_ph",8.14056603773585,9.39,7
"Kahuparere","HYD_ctrbuy",2.76875443369102,4.12182810654648,1.81778051308768
"Kahuparere","HYD_epidep",3.27952602082235,4.58218290922362,2.05800054834715
"Kahuparere","HYD_hypdep",4.40337668955365,6.5,3.23792709746486
"Kahuparere","HYD_schstb",4.26760501307917,12.1637300140106,0.0142501001935954
"Kahuparere","HYD_surft",19.9207830313971,29.8103657730434,7.86787544613111
"Kahuparere","HYD_temp",17.5341245614035,25.62,12.6
"Kahuparere","HYD_thmcln",5.84755861276557,7.61,2.61264617679893
"Kahuparere","LKE_tli3",4.068411956292,4.92311501018917,2.77620724355787
"Kahuparere","LKE_tli4",4.11508921424374,4.98792748762227,2.96002528503616
"Kahuparere","NCS_iss",0.938461538461538,1.6,0.5
"Kahuparere","NCS_tss",2.48,7.64,0.5
"Kahuparere","NCS_vss",2.0193023255814,6,0.5
"Kahuparere","NIT_amm",0.00833030303030303,0.07,0
"Kahuparere","NIT_don",0.266953488372093,0.363,0.12
"Kahuparere","NIT_nit",0.00676470588235294,0.052,0.001
"Kahuparere","NIT_nnn",0.00383333333333333,0.006,0.002
"Kahuparere","NIT_tdn",0.287897435897436,0.435,0.18
"Kahuparere","NIT_tn",0.384163636363636,0.623,0.262
"Kahuparere","PHS_dop",0.00561538461538462,0.042,0.002
"Kahuparere","PHS_frp",0.00163636363636364,0.004,0.001
"Kahuparere","PHS_tp",0.0188981481481481,0.09,0.007
"Kahuparere","PHY_rstchla",18.2484018333473,106.437766666667,1.8871044952381
"Kahuparere","PHY_tchla",8.17376729559748,26.8,0.8
"Kahuparere","RAD_secchi",3.27264150943396,6.2,1.35
"Kahuparere","ext_CHM_oxysat",95.8714285714286,122.4,79.6
"Kahuparere","ext_NCS_tur",2.18294117647059,5,0.8
"Kahuparere","ext_NIT_din",0.021,0.127,0.002
"Kahuparere","ext_NIT_nte",0.002,0.002,0.002
"Kahuparere","ext_PHS_tdp",0.00725714285714286,0.046,0.003
"Kaiiwi","CHM_oxy",7.74981619937695,10.4,0.042
"Kaiiwi","CHM_oxycln",8.05766849881938,10.6280524121501,4.66878282449356
"Kaiiwi","CHM_oxymet",4.02394871794872,8.18533333333333,0.651
"Kaiiwi","CHM_oxynal",2.28125,18,0
"Kaiiwi","CHM_ph",6.93472972972973,7.9,6.2
"Kaiiwi","HYD_ctrbuy",6.12054094378922,10.374947346422,2.34413305712775
"Kaiiwi","HYD_epidep",7.12448576951123,10.1950995184888,4.57933953680035
"Kaiiwi","HYD_hypdep",9.44404097794717,11.6271283132773,4.62819720829747
"Kaiiwi","HYD_lvlstaff",62.0825,70.1,1.05
"Kaiiwi","HYD_schstb",66.8538060817848,287.478718558294,0.0244533497866809
"Kaiiwi","HYD_surft",20.539870102957,29.1112570630156,7.35448614551996
"Kaiiwi","HYD_temp",18.5482372817008,26.3,12.584
"Kaiiwi","HYD_thmcln",12.3152916609377,15.63,4.60358409347548
"Kaiiwi","LKE_tli3",2.96492842619877,4.41971882792016,-0.026930612921336
"Kaiiwi","LKE_tli4",2.98303143582122,4.19166289171384,0.689464861235867
"Kaiiwi","NCS_iss",0.77952380952381,1.6,0.4
"Kaiiwi","NCS_tss",1.05466666666667,3.5,0.5
"Kaiiwi","NCS_vss",0.913333333333333,3,0
"Kaiiwi","NIT_amm",0.00461788617886179,0.0963333333333333,0
"Kaiiwi","NIT_don",0.281672413793103,0.42,0.1
"Kaiiwi","NIT_nit",0.00852083333333333,0.1,0.001
"Kaiiwi","NIT_nnn",0.0134444444444444,0.1,0.002
"Kaiiwi","NIT_tdn",0.309745762711864,0.41,0.171
"Kaiiwi","NIT_tn",0.347098901098901,0.59,0.195
"Kaiiwi","PHS_dop",0.00288888888888889,0.018,0.001
"Kaiiwi","PHS_frp",0.00136363636363636,0.005,0.001
"Kaiiwi","PHS_tp",0.00932183908045977,0.084,0.002
"Kaiiwi","PHY_cyano",82163.287037037,425043.25,50.75
"Kaiiwi","PHY_rstchla",7.83438719313919,67.04307,1.43444266017316
"Kaiiwi","PHY_tchla",1.75648850574713,10.005,0.001
"Kaiiwi","RAD_secchi",7.685,13.4,3.6
"Kaiiwi","ext_CHM_oxysat",97.2714285714286,103.8,84.1
"Kaiiwi","ext_NCS_tur",0.798153846153846,2.6,0.26
"Kaiiwi","ext_NIT_din",0.0243,0.23,0.001
"Kaiiwi","ext_NIT_dtkn",0.29375,0.36,0.19
"Kaiiwi","ext_NIT_nte",0.002,0.002,0.002
"Kaiiwi","ext_PHS_tdp",0.00379166666666667,0.019,0
"Kainui (Lake D)","CHM_oxy",7.34112062062062,12.65,0.04
"Kainui (Lake D)","CHM_oxycln",3.77934555048206,5.5,0.75
"Kainui (Lake D)","CHM_oxymet",5.09104497354497,10.79,0.47
"Kainui (Lake D)","CHM_oxynal",2.04,14,0
"Kainui (Lake D)","CHM_ph",7.18222222222222,8.1,6.1
"Kainui (Lake D)","HYD_ctrbuy",3.18466494522973,5.46464477568759,0.923327745799838
"Kainui (Lake D)","HYD_epidep",2.82751740499336,6,0
"Kainui (Lake D)","HYD_hypdep",4.15054749249575,6,1.5
"Kainui (Lake D)","HYD_schstb",5.31945455002216,24.9184109356468,-0.811658296731839
"Kainui (Lake D)","HYD_surft",18.1709623645878,28.2914034235372,5.40748134149823
"Kainui (Lake D)","HYD_temp",18.7041127694859,24.9,11.3
"Kainui (Lake D)","HYD_thmcln",4.63990927204547,6.15,0.6
"Kainui (Lake D)","LKE_tli3",5.3739805575315,6.17967715498253,4.44657774579437
"Kainui (Lake D)","LKE_tli4",5.36984628566957,6.03551172235261,4.59006133486126
"Kainui (Lake D)","NCS_tss",15.25,31,10
"Kainui (Lake D)","NCS_vss",13.5,26,8
"Kainui (Lake D)","NIT_amm",0.00275555555555556,0.084,0
"Kainui (Lake D)","NIT_nit",0.00966666666666667,0.074,0.001
"Kainui (Lake D)","NIT_tn",1.41655555555556,2.18,0.912
"Kainui (Lake D)","PHS_frp",0.002,0.002,0.002
"Kainui (Lake D)","PHS_tp",0.0401555555555556,0.111,0.021
"Kainui (Lake D)","PHY_cyano",2.15192857142857,4.04,0
"Kainui (Lake D)","PHY_rstchla",43.8144111597884,135.261423333333,8.84124
"Kainui (Lake D)","PHY_tchla",28.1333333333333,108,3
"Kainui (Lake D)","RAD_secchi",1.13321428571429,1.66,0.545
"Kainui (Lake D)","ext_CHM_oxysat",75.8546483180428,150.25,0.4
"Kainui (Lake D)","ext_NCS_tur",19.3,41,11.5
"Kainui (Lake D)","ext_NIT_tkn",1.45777777777778,1.87,1.11
"Kaituna (Lake B)","CHM_oxy",8.39809027777778,14.5266666666667,3.905
"Kaituna (Lake B)","CHM_oxynal",0,0,0
"Kaituna (Lake B)","CHM_ph",6.59,7.5,5.1
"Kaituna (Lake B)","HYD_ctrbuy",0.525,0.6,0.3
"Kaituna (Lake B)","HYD_epidep",0.742857142857143,0.8,0.6
"Kaituna (Lake B)","HYD_hypdep",0.742857142857143,0.8,0.6
"Kaituna (Lake B)","HYD_schstb",0.013646641464243,0.13739877816038,-0.0363386920427916
"Kaituna (Lake B)","HYD_surft",17.9619433852146,29.5468956785284,7.54146665855137
"Kaituna (Lake B)","HYD_temp",17.7070319634703,25.6,7.8
"Kaituna (Lake B)","HYD_thmcln",1.16,1.16,1.16
"Kaituna (Lake B)","LKE_tli3",6.90876590679775,8.73915932588731,5.89728631100453
"Kaituna (Lake B)","LKE_tli4",6.9125281372058,8.31207112063495,6.06132716610269
"Kaituna (Lake B)","NIT_amm",2e-04,0.001,0
"Kaituna (Lake B)","NIT_tn",4.268575,14.61,2.33
"Kaituna (Lake B)","PHS_tp",0.223175,1.66,0.094
"Kaituna (Lake B)","PHY_cyano",1.58155555555556,7.648,0.005
"Kaituna (Lake B)","PHY_rstchla",52.8061266814742,295.896783333333,4.62298882246242
"Kaituna (Lake B)","PHY_tchla",88.525,510,6
"Kaituna (Lake B)","RAD_secchi",0.31775,0.53,0.07
"Kaituna (Lake B)","ext_CHM_oxysat",86.1548263888889,139.1,43.75
"Kanono","CHM_oxy",8.297047319933,12.7053333333333,0.05
"Kanono","CHM_oxycln",8.12557217931744,10.6418184788824,0.75
"Kanono","CHM_oxymet",4.66172839506173,9.566,0.488
"Kanono","CHM_oxynal",1.73333333333333,14,0
"Kanono","CHM_ph",8.45263888888889,9.84,7.7
"Kanono","HYD_ctrbuy",6.37921095121572,14.197917778027,2.85334029502749
"Kanono","HYD_epidep",6.56352241824028,10.244838185669,1.929018572012
"Kanono","HYD_hypdep",8.0525763311905,11.6173603717159,3.30381764876645
"Kanono","HYD_lvlstaff",1.44,2,0.32
"Kanono","HYD_schstb",27.202746678905,194.922498261056,-0.0668281701116159
"Kanono","HYD_surft",18.4573801358801,29.5006224362477,8.02112695051488
"Kanono","HYD_temp",17.7899569892473,25.2,12.326
"Kanono","HYD_thmcln",12.5694615069679,15.5,2.60508465048086
"Kanono","LKE_tli3",4.04801367168234,6.23597074937455,0.947341811884801
"Kanono","LKE_tli4",4.11865493712398,6.33742413614845,1.64936562351677
"Kanono","NCS_iss",1.41129032258065,3.6,0.4
"Kanono","NCS_tss",3.47742857142857,14,0.6
"Kanono","NCS_vss",2.51969696969697,13,0.6
"Kanono","NIT_amm",0.01761875,0.463333333333333,0
"Kanono","NIT_don",0.259955882352941,0.53,0.1
"Kanono","NIT_nit",0.00528888888888889,0.128,0.001
"Kanono","NIT_nnn",0.00341666666666667,0.01,0.002
"Kanono","NIT_tdn",0.303389830508475,1.1,0.1
"Kanono","NIT_tn",0.449117647058824,2.81,0.246
"Kanono","PHS_dop",0.00596875,0.032,0.002
"Kanono","PHS_frp",0.00317021276595745,0.011,0.001
"Kanono","PHS_tp",0.0233035714285714,0.33,0.002
"Kanono","PHY_cyano",380985.75,1123250,8995
"Kanono","PHY_rstchla",16.9740703884145,131.910356666667,2.37439987445888
"Kanono","PHY_tchla",12.3559135802469,133.4,0.004
"Kanono","RAD_secchi",3.15463414634146,8.67,0.38
"Kanono","ext_CHM_oxysat",100.757971014493,148.3,73.2
"Kanono","ext_NCS_tur",4.82238095238095,35.1,0.67
"Kanono","ext_NIT_din",0.0284736842105263,0.65,0.002
"Kanono","ext_NIT_dtkn",0.26,0.33,0.19
"Kanono","ext_NIT_nte",0.002,0.002,0.002
"Kanono","ext_PHS_tdp",0.00885,0.044,0.002
"Karaka (Northland)","CHM_oxy",8.86063076923077,12,0.282
"Karaka (Northland)","CHM_oxycln",2.57395985782981,2.57395985782981,2.57395985782981
"Karaka (Northland)","CHM_oxymet",3.116,3.116,3.116
"Karaka (Northland)","CHM_oxynal",1.85714285714286,13,0
"Karaka (Northland)","CHM_ph",7.97943396226415,9.25,7
"Karaka (Northland)","HYD_ctrbuy",1.82597633216616,2.59502843147298,1.03564549650175
"Karaka (Northland)","HYD_epidep",2.19395032604333,2.19395032604333,2.19395032604333
"Karaka (Northland)","HYD_hypdep",2.7761469204699,2.7761469204699,2.7761469204699
"Karaka (Northland)","HYD_schstb",0.618309575431407,3.37826615389358,0.00505023305193506
"Karaka (Northland)","HYD_surft",18.4245102659269,29.3448947446278,9.14988834404954
"Karaka (Northland)","HYD_temp",18.3867222222222,24.53,12.6
"Karaka (Northland)","HYD_thmcln",5.32061468706643,5.78,2.56430280946504
"Karaka (Northland)","LKE_tli3",4.57238013140414,7.35619847723393,3.22023129955033
"Karaka (Northland)","LKE_tli4",4.57688922235438,7.17759493204299,3.42216319179013
"Karaka (Northland)","NCS_iss",1.32222222222222,2.4,0.5
"Karaka (Northland)","NCS_tss",6.0375,35.1,0.6
"Karaka (Northland)","NCS_vss",4.5525641025641,22.3,0.5
"Karaka (Northland)","NIT_amm",0.00829874213836478,0.111333333333333,0
"Karaka (Northland)","NIT_don",0.245820512820513,0.623,0.133
"Karaka (Northland)","NIT_nit",0.0110285714285714,0.094,0.001
"Karaka (Northland)","NIT_nnn",0.0025,0.003,0.002
"Karaka (Northland)","NIT_tdn",0.266647058823529,0.63,0.138
"Karaka (Northland)","NIT_tn",0.531075471698113,2.72,0.171
"Karaka (Northland)","PHS_dop",0.0158421052631579,0.137,0.001
"Karaka (Northland)","PHS_frp",0.00441935483870968,0.014,0.001
"Karaka (Northland)","PHS_tp",0.0378269230769231,0.181,0.012
"Karaka (Northland)","PHY_rstchla",30.7232163496268,217.111613333333,2.98772266666667
"Karaka (Northland)","PHY_tchla",30.746975308642,305,1.4
"Karaka (Northland)","RAD_secchi",2.47927272727273,5.58,0.3
"Karaka (Northland)","ext_CHM_oxysat",99.774358974359,139,80.4
"Karaka (Northland)","ext_NCS_tur",9.25769230769231,32.5,1
"Karaka (Northland)","ext_NIT_din",0.0328378378378378,0.203,0.002
"Karaka (Northland)","ext_NIT_nte",0.002,0.002,0.002
"Karaka (Northland)","ext_PHS_tdp",0.0156176470588235,0.043,0.006
"Kawaupaka","CHM_oxy",2.55679534005038,14.51,0
"Kawaupaka","CHM_oxycln",6.05115750183764,15.4983277591973,0.5
"Kawaupaka","CHM_oxyepi",9.08453447420635,12.05,4.91125
"Kawaupaka","CHM_oxymet",2.54403703703704,4.7,0.243333333333333
"Kawaupaka","CHM_oxymom",-1.67248596938775,-0.222499999999999,-3.1435
"Kawaupaka","CHM_oxynal",21.4444444444444,35,0
"Kawaupaka","HYD_ctrbuy",6.58487839221615,16.9963126917118,1.06085848417661
"Kawaupaka","HYD_epidep",4.73092256768919,17.3,0.5
"Kawaupaka","HYD_hypdep",8.11296294776587,17.3,1.15
"Kawaupaka","HYD_schstb",176.053866319064,483.82516072655,-1.11481212878413
"Kawaupaka","HYD_surft",17.6765809400699,28.7730393256047,0.852216818506236
"Kawaupaka","HYD_temp",15.6324112207152,26.783,12.14
"Kawaupaka","HYD_thmcln",8.28178402351979,21.44,1.15
"Kawaupaka","LKE_tli3",5.30832998888565,6.6169271156419,2.97163337499756
"Kawaupaka","LKE_tli4",5.27559848224872,6.32365418631327,3.20000397786864
"Kawaupaka","NCS_tss",3.86470588235294,13.2,1
"Kawaupaka","NIT_amm",0.39488679245283,4.3,0.005
"Kawaupaka","NIT_nnn",0.119755555555556,0.47,0.001
"Kawaupaka","NIT_tn",1.042,5.1,0.22
"Kawaupaka","PHS_frp",0.0468846153846154,0.28,0.001
"Kawaupaka","PHS_tp",0.108814814814815,1.16,0.011
"Kawaupaka","PHY_cyano",2.98123076923077,9.271,0.009
"Kawaupaka","PHY_rstchla",28.1613491711414,144.395553333333,3.027445
"Kawaupaka","PHY_tchla",20.9807692307692,94,0.2
"Kawaupaka","RAD_secchi",2.155,4.02,0.42
"Kawaupaka","ext_CHM_oxysat",52.1594285714286,151.2,0
